PPI,viral_prot,host_prot,class
NSP14~Q14114,NSP14,Q14114,Negative
ORF14~Q9H1X3,ORF14,Q9H1X3,Negative
NSP10~O14967,NSP10,O14967,Negative
ORF6~P19404,ORF6,P19404,Negative
ORF14~P30044,ORF14,P30044,Negative
ORF10~O95625,ORF10,O95625,Negative
E~Q9NRY5,E,Q9NRY5,Negative
NSP3~Q13492,NSP3,Q13492,Negative
ORF10~Q9BXI6,ORF10,Q9BXI6,Negative
ORF7B~Q9Y2F5,ORF7B,Q9Y2F5,Negative
E~Q9Y277,E,Q9Y277,Negative
NSP10~Q8IW35,NSP10,Q8IW35,Negative
NSP5~P17655,NSP5,P17655,Negative
N~Q99959,N,Q99959,Negative
NSP14~P62937,NSP14,P62937,Negative
E~Q8N0U8,E,Q8N0U8,Negative
NSP9~Q9BQ48,NSP9,Q9BQ48,Negative
ORF14~Q5XG99,ORF14,Q5XG99,Negative
NSP2~Q9Y3P4,NSP2,Q9Y3P4,Negative
M~Q99623,M,Q99623,Negative
S~Q14114,S,Q14114,Negative
E~O60306,E,O60306,Negative
ORF9B~Q9H3R5,ORF9B,Q9H3R5,Negative
ORF8~O60306,ORF8,O60306,Negative
NSP3~Q9UJU3,NSP3,Q9UJU3,Negative
NSP1~Q9H7D0,NSP1,Q9H7D0,Negative
NSP12~Q9NQX7,NSP12,Q9NQX7,Negative
E~Q9UN70,E,Q9UN70,Negative
NSP8~Q92990,NSP8,Q92990,Negative
NSP10~P20020,NSP10,P20020,Negative
NSP8~O75509,NSP8,O75509,Negative
ORF7A~Q07617,ORF7A,Q07617,Negative
E~Q6PI48,E,Q6PI48,Negative
NSP6~Q504Q3,NSP6,Q504Q3,Negative
NSP14~O14763,NSP14,O14763,Negative
ORF10~Q92685,ORF10,Q92685,Negative
NSP16~Q96MH6,NSP16,Q96MH6,Negative
NSP9~Q9Y2Q5,NSP9,Q9Y2Q5,Negative
NSP4~A6NK89,NSP4,A6NK89,Negative
NSP5~P29966,NSP5,P29966,Negative
NSP1~O75064,NSP1,O75064,Negative
ORF3B~Q9UBQ6,ORF3B,Q9UBQ6,Negative
NSP13~Q9UKG1,NSP13,Q9UKG1,Negative
NSP13~Q8TBA6,NSP13,Q8TBA6,Negative
N~P53355,N,P53355,Negative
ORF9C~Q9NQG5,ORF9C,Q9NQG5,Negative
N~Q7Z2K8,N,Q7Z2K8,Negative
ORF14~Q9UJX4,ORF14,Q9UJX4,Negative
ORF7B~Q6RW13,ORF7B,Q6RW13,Negative
NSP9~Q8NCG7,NSP9,Q8NCG7,Negative
S~P0CG13,S,P0CG13,Negative
NSP10~Q8TCD1,NSP10,Q8TCD1,Negative
ORF6~Q96CM8,ORF6,Q96CM8,Negative
NSP13~P78348,NSP13,P78348,Negative
NSP9~Q8IXK0,NSP9,Q8IXK0,Negative
NSP12~P19022,NSP12,P19022,Negative
ORF3A~Q5BJH7,ORF3A,Q5BJH7,Negative
NSP7~P49821,NSP7,P49821,Negative
ORF6~P48449,ORF6,P48449,Negative
ORF9B~Q8NBQ5,ORF9B,Q8NBQ5,Negative
S~P08581,S,P08581,Negative
ORF10~Q8NBN3,ORF10,Q8NBN3,Negative
ORF9C~P0CG13,ORF9C,P0CG13,Negative
NSP9~Q9NYM9,NSP9,Q9NYM9,Negative
S~Q96HV5,S,Q96HV5,Negative
NSP5~Q15043,NSP5,Q15043,Negative
NSP8~Q2NKX8,NSP8,Q2NKX8,Negative
E~Q9HCU4,E,Q9HCU4,Negative
NSP9~P17023,NSP9,P17023,Negative
ORF14~Q9BQL6,ORF14,Q9BQL6,Negative
NSP12~O14975,NSP12,O14975,Negative
NSP11~Q96RQ1,NSP11,Q96RQ1,Negative
NSP13~Q8TC12,NSP13,Q8TC12,Negative
NSP14~Q9NR28,NSP14,Q9NR28,Negative
NSP3~P41743,NSP3,P41743,Negative
E~Q4V328,E,Q4V328,Negative
ORF3A~Q8N3C7,ORF3A,Q8N3C7,Negative
NSP10~Q15011,NSP10,Q15011,Negative
NSP10~P35611,NSP10,P35611,Negative
NSP1~Q96EE3,NSP1,Q96EE3,Negative
NSP14~Q9H9B4,NSP14,Q9H9B4,Negative
ORF7B~P06756,ORF7B,P06756,Negative
NSP3~Q96JI7,NSP3,Q96JI7,Negative
NSP4~Q9Y6E2,NSP4,Q9Y6E2,Negative
NSP9~P07858,NSP9,P07858,Negative
N~P25788,N,P25788,Negative
NSP6~Q96IZ5,NSP6,Q96IZ5,Negative
NSP3~Q16864,NSP3,Q16864,Negative
NSP7~Q96N16,NSP7,Q96N16,Negative
NSP12~Q9NRW1,NSP12,Q9NRW1,Negative
NSP11~Q14244,NSP11,Q14244,Negative
NSP4~P18124,NSP4,P18124,Negative
NSP6~Q9HC44,NSP6,Q9HC44,Negative
NSP9~O95159,NSP9,O95159,Negative
ORF3A~P49642,ORF3A,P49642,Negative
NSP8~Q9ULW3,NSP8,Q9ULW3,Negative
ORF14~P48735,ORF14,P48735,Negative
NSP9~Q9P2N6,NSP9,Q9P2N6,Negative
NSP11~Q96A49,NSP11,Q96A49,Negative
NSP3~O94880,NSP3,O94880,Negative
ORF9C~Q8NC67,ORF9C,Q8NC67,Negative
NSP5~Q6RW13,NSP5,Q6RW13,Negative
NSP5~P08581,NSP5,P08581,Negative
NSP3~P28331,NSP3,P28331,Negative
ORF6~O94880,ORF6,O94880,Negative
ORF9C~P61224,ORF9C,P61224,Negative
NSP5~Q9Y2I1,NSP5,Q9Y2I1,Negative
NSP15~Q9NXK6,NSP15,Q9NXK6,Negative
N~P26006,N,P26006,Negative
NSP8~Q8IYD1,NSP8,Q8IYD1,Negative
ORF3B~Q17RS7,ORF3B,Q17RS7,Negative
NSP4~Q12981,NSP4,Q12981,Negative
NSP15~O75131,NSP15,O75131,Negative
NSP2~Q8N726,NSP2,Q8N726,Negative
NSP8~Q92953,NSP8,Q92953,Negative
NSP5~Q8TC44,NSP5,Q8TC44,Negative
NSP11~Q9UHE8,NSP11,Q9UHE8,Negative
ORF8~O00154,ORF8,O00154,Negative
ORF9C~Q9UIQ6,ORF9C,Q9UIQ6,Negative
NSP10~P00338,NSP10,P00338,Negative
NSP16~Q9H4L4,NSP16,Q9H4L4,Negative
NSP4~Q14160,NSP4,Q14160,Negative
NSP7~Q14137,NSP7,Q14137,Negative
S~A8MTQ0,S,A8MTQ0,Negative
NSP14~Q9NYV4,NSP14,Q9NYV4,Negative
NSP8~Q9NZJ5,NSP8,Q9NZJ5,Negative
NSP16~Q13642,NSP16,Q13642,Negative
NSP16~Q9UBI1,NSP16,Q9UBI1,Negative
NSP13~P49189,NSP13,P49189,Negative
NSP12~Q06481,NSP12,Q06481,Negative
S~O95467,S,O95467,Negative
NSP15~Q9UNY4,NSP15,Q9UNY4,Negative
M~Q5HYI8,M,Q5HYI8,Negative
NSP2~Q9H2E6,NSP2,Q9H2E6,Negative
ORF9B~Q96JH7,ORF9B,Q96JH7,Negative
NSP12~P61247,NSP12,P61247,Negative
NSP2~Q9Y606,NSP2,Q9Y606,Negative
NSP12~P04118,NSP12,P04118,Negative
ORF7A~P49840,ORF7A,P49840,Negative
M~Q13232,M,Q13232,Negative
M~Q02297,M,Q02297,Negative
ORF9C~Q96AD5,ORF9C,Q96AD5,Negative
NSP9~P61020,NSP9,P61020,Negative
NSP4~P20700,NSP4,P20700,Negative
NSP16~P40926,NSP16,P40926,Negative
ORF9B~Q96CP6,ORF9B,Q96CP6,Negative
NSP15~P37108,NSP15,P37108,Negative
NSP12~Q13627,NSP12,Q13627,Negative
ORF9C~Q9BXF6,ORF9C,Q9BXF6,Negative
ORF9C~Q96PD2,ORF9C,Q96PD2,Negative
ORF7B~Q02297,ORF7B,Q02297,Negative
M~Q9NUQ7,M,Q9NUQ7,Negative
NSP3~P46109,NSP3,P46109,Negative
NSP3~P12931,NSP3,P12931,Negative
ORF6~Q96RT7,ORF6,Q96RT7,Negative
NSP11~Q5SY16,NSP11,Q5SY16,Negative
NSP4~P29323,NSP4,P29323,Negative
NSP5~O60858,NSP5,O60858,Negative
ORF3A~Q9H019,ORF3A,Q9H019,Negative
ORF3B~Q8N5Y8,ORF3B,Q8N5Y8,Negative
NSP15~O15439,NSP15,O15439,Negative
ORF8~P62318,ORF8,P62318,Negative
ORF9B~O75420,ORF9B,O75420,Negative
NSP10~Q9UGH3,NSP10,Q9UGH3,Negative
NSP14~O43396,NSP14,O43396,Negative
NSP1~O15090,NSP1,O15090,Negative
NSP10~Q9BRJ2,NSP10,Q9BRJ2,Negative
NSP12~Q9Y394,NSP12,Q9Y394,Negative
NSP15~Q14680,NSP15,Q14680,Negative
NSP12~P37198,NSP12,P37198,Negative
NSP7~Q9H6S1,NSP7,Q9H6S1,Negative
ORF3A~P53804,ORF3A,P53804,Negative
NSP2~Q96CS2,NSP2,Q96CS2,Negative
NSP13~O60306,NSP13,O60306,Negative
ORF3B~Q8NBK3,ORF3B,Q8NBK3,Negative
NSP6~P07947,NSP6,P07947,Negative
ORF10~O14880,ORF10,O14880,Negative
ORF3A~Q5JS37,ORF3A,Q5JS37,Negative
NSP8~P46777,NSP8,P46777,Negative
NSP16~Q9Y287,NSP16,Q9Y287,Negative
ORF10~Q4KMQ2,ORF10,Q4KMQ2,Negative
NSP4~P61353,NSP4,P61353,Negative
E~O75477,E,O75477,Negative
ORF3A~Q96QF0,ORF3A,Q96QF0,Negative
NSP4~Q9C037,NSP4,Q9C037,Negative
NSP12~P13747,NSP12,P13747,Negative
ORF7B~Q8TBN0,ORF7B,Q8TBN0,Negative
NSP15~Q92545,NSP15,Q92545,Negative
NSP5~P55084,NSP5,P55084,Negative
ORF6~Q6RW13,ORF6,Q6RW13,Negative
E~P51659,E,P51659,Negative
NSP9~P51648,NSP9,P51648,Negative
NSP9~O95470,NSP9,O95470,Negative
E~P45880,E,P45880,Negative
M~Q86X10,M,Q86X10,Negative
ORF3B~Q9Y2T2,ORF3B,Q9Y2T2,Negative
NSP10~P78552,NSP10,P78552,Negative
NSP9~Q6AZY7,NSP9,Q6AZY7,Negative
ORF14~O95297,ORF14,O95297,Negative
NSP15~Q15436,NSP15,Q15436,Negative
NSP12~Q96Q05,NSP12,Q96Q05,Negative
NSP10~O75844,NSP10,O75844,Negative
NSP4~P51648,NSP4,P51648,Negative
NSP9~Q6P1X5,NSP9,Q6P1X5,Negative
M~Q9NZJ4,M,Q9NZJ4,Negative
ORF6~O95359,ORF6,O95359,Negative
ORF9B~P17066,ORF9B,P17066,Negative
N~P49748,N,P49748,Negative
M~Q16864,M,Q16864,Negative
ORF7A~Q9NVH0,ORF7A,Q9NVH0,Negative
E~O14980,E,O14980,Negative
ORF3B~P48509,ORF3B,P48509,Negative
N~Q9BQ39,N,Q9BQ39,Negative
NSP10~Q8WVP7,NSP10,Q8WVP7,Negative
ORF3B~P56537,ORF3B,P56537,Negative
ORF6~Q9HC44,ORF6,Q9HC44,Negative
NSP11~P35544,NSP11,P35544,Negative
NSP16~Q9NR28,NSP16,Q9NR28,Negative
NSP10~Q9UBQ6,NSP10,Q9UBQ6,Negative
S~O14733,S,O14733,Negative
ORF7A~Q86YA3,ORF7A,Q86YA3,Negative
ORF3B~P61019,ORF3B,P61019,Negative
NSP5~Q00610,NSP5,Q00610,Negative
NSP14~Q96AD5,NSP14,Q96AD5,Negative
NSP7~Q8WVJ2,NSP7,Q8WVJ2,Negative
NSP1~Q13439,NSP1,Q13439,Negative
ORF3B~P49006,ORF3B,P49006,Negative
ORF7A~Q96RL7,ORF7A,Q96RL7,Negative
NSP11~Q9UHB6,NSP11,Q9UHB6,Negative
NSP4~Q86TM6,NSP4,Q86TM6,Negative
NSP13~Q9Y5Y0,NSP13,Q9Y5Y0,Negative
ORF10~P00338,ORF10,P00338,Negative
NSP7~Q96T83,NSP7,Q96T83,Negative
NSP2~Q15773,NSP2,Q15773,Negative
NSP10~Q9NV96,NSP10,Q9NV96,Negative
ORF10~Q07973,ORF10,Q07973,Negative
ORF14~Q6P6B1,ORF14,Q6P6B1,Negative
ORF8~P40429,ORF8,P40429,Negative
NSP1~O76080,NSP1,O76080,Negative
NSP16~O00154,NSP16,O00154,Negative
NSP1~Q96K49,NSP1,Q96K49,Negative
ORF3B~P34932,ORF3B,P34932,Negative
NSP3~Q9BSR8,NSP3,Q9BSR8,Negative
S~O95870,S,O95870,Negative
NSP5~Q9BXI2,NSP5,Q9BXI2,Negative
NSP16~P49841,NSP16,P49841,Negative
ORF7A~O94986,ORF7A,O94986,Negative
NSP3~P55263,NSP3,P55263,Negative
NSP11~Q53FV1,NSP11,Q53FV1,Negative
NSP6~P46109,NSP6,P46109,Negative
ORF7A~Q8NEN9,ORF7A,Q8NEN9,Negative
NSP12~O14863,NSP12,O14863,Negative
NSP8~Q8WUA4,NSP8,Q8WUA4,Negative
NSP1~Q96AG4,NSP1,Q96AG4,Negative
S~Q9Y2K5,S,Q9Y2K5,Negative
ORF7A~Q9NV92,ORF7A,Q9NV92,Negative
ORF7B~P05198,ORF7B,P05198,Negative
ORF9B~P13489,ORF9B,P13489,Negative
NSP13~P12694,NSP13,P12694,Negative
NSP4~P48029,NSP4,P48029,Negative
ORF10~P42226,ORF10,P42226,Negative
NSP3~Q86YA3,NSP3,Q86YA3,Negative
NSP6~Q53EZ4,NSP6,Q53EZ4,Negative
ORF3B~Q12815,ORF3B,Q12815,Negative
ORF14~O75179,ORF14,O75179,Negative
ORF7B~Q9H0W5,ORF7B,Q9H0W5,Negative
NSP11~Q14592,NSP11,Q14592,Negative
S~Q9NVX2,S,Q9NVX2,Negative
NSP13~P08708,NSP13,P08708,Negative
ORF9B~P56945,ORF9B,P56945,Negative
NSP14~O15270,NSP14,O15270,Negative
NSP3~Q14573,NSP3,Q14573,Negative
NSP7~O15027,NSP7,O15027,Negative
NSP6~P14735,NSP6,P14735,Negative
M~Q15382,M,Q15382,Negative
NSP2~Q15070,NSP2,Q15070,Negative
NSP1~Q02297,NSP1,Q02297,Negative
NSP11~Q9BUH8,NSP11,Q9BUH8,Negative
NSP9~O95071,NSP9,O95071,Negative
NSP16~Q8WX93,NSP16,Q8WX93,Negative
NSP4~Q9ULK5,NSP4,Q9ULK5,Negative
NSP11~Q02880,NSP11,Q02880,Negative
ORF7A~Q15286,ORF7A,Q15286,Negative
NSP2~Q9NR28,NSP2,Q9NR28,Negative
NSP7~P49189,NSP7,P49189,Negative
E~Q99697,E,Q99697,Negative
ORF9C~O75420,ORF9C,O75420,Negative
N~O00213,N,O00213,Negative
NSP2~O15260,NSP2,O15260,Negative
NSP16~Q9H269,NSP16,Q9H269,Negative
NSP5~Q9H8Y8,NSP5,Q9H8Y8,Negative
NSP5~P11441,NSP5,P11441,Negative
NSP15~P49642,NSP15,P49642,Negative
ORF14~Q92633,ORF14,Q92633,Negative
NSP15~P23229,NSP15,P23229,Negative
NSP7~Q12849,NSP7,Q12849,Negative
ORF14~Q9Y2T2,ORF14,Q9Y2T2,Negative
ORF3A~Q6ZPD9,ORF3A,Q6ZPD9,Negative
ORF7B~E9PRG8,ORF7B,E9PRG8,Negative
ORF3A~Q9NV64,ORF3A,Q9NV64,Negative
N~Q5JTD0,N,Q5JTD0,Negative
NSP4~P42167,NSP4,P42167,Negative
NSP10~P55884,NSP10,P55884,Negative
ORF9B~P18084,ORF9B,P18084,Negative
NSP9~Q10570,NSP9,Q10570,Negative
NSP9~Q9NQC8,NSP9,Q9NQC8,Negative
ORF10~O14786,ORF10,O14786,Negative
NSP5~O95070,NSP5,O95070,Negative
ORF3B~Q96SN8,ORF3B,Q96SN8,Negative
ORF8~Q9H9T3,ORF8,Q9H9T3,Negative
NSP10~Q9H1X3,NSP10,Q9H1X3,Negative
ORF3B~Q14149,ORF3B,Q14149,Negative
ORF6~Q14318,ORF6,Q14318,Negative
M~P54274,M,P54274,Negative
ORF3A~P78504,ORF3A,P78504,Negative
NSP13~Q00325,NSP13,Q00325,Negative
S~Q9UBM7,S,Q9UBM7,Negative
NSP2~P60842,NSP2,P60842,Negative
NSP7~Q8TF71,NSP7,Q8TF71,Negative
ORF7B~Q96JW4,ORF7B,Q96JW4,Negative
NSP11~P48556,NSP11,P48556,Negative
ORF3B~O60353,ORF3B,O60353,Negative
ORF7B~Q8N1I0,ORF7B,Q8N1I0,Negative
S~Q15842,S,Q15842,Negative
ORF8~Q99959,ORF8,Q99959,Negative
NSP16~Q03135,NSP16,Q03135,Negative
NSP10~P11171,NSP10,P11171,Negative
NSP9~Q6P158,NSP9,Q6P158,Negative
NSP3~O75298,NSP3,O75298,Negative
ORF9C~P14314,ORF9C,P14314,Negative
ORF6~P20700,ORF6,P20700,Negative
NSP6~O43402,NSP6,O43402,Negative
NSP14~P58166,NSP14,P58166,Negative
NSP1~Q8NFQ8,NSP1,Q8NFQ8,Negative
ORF7A~Q9H6H4,ORF7A,Q9H6H4,Negative
ORF3B~O00151,ORF3B,O00151,Negative
NSP16~P62937,NSP16,P62937,Negative
ORF9C~Q86Y07,ORF9C,Q86Y07,Negative
ORF8~Q9BQE5,ORF8,Q9BQE5,Negative
NSP14~O95816,NSP14,O95816,Negative
ORF8~Q9NNW5,ORF8,Q9NNW5,Negative
NSP16~Q96EM0,NSP16,Q96EM0,Negative
NSP4~P27986,NSP4,P27986,Negative
NSP16~Q9BVK8,NSP16,Q9BVK8,Negative
NSP8~P30519,NSP8,P30519,Negative
NSP4~Q96HC4,NSP4,Q96HC4,Negative
NSP3~Q9H0L4,NSP3,Q9H0L4,Negative
NSP14~Q8IZJ1,NSP14,Q8IZJ1,Negative
N~Q9H1E5,N,Q9H1E5,Negative
NSP8~P36957,NSP8,P36957,Negative
M~Q9H3N1,M,Q9H3N1,Negative
ORF7A~Q9BVK8,ORF7A,Q9BVK8,Negative
NSP8~P63092,NSP8,P63092,Negative
ORF14~Q49A26,ORF14,Q49A26,Negative
S~O75096,S,O75096,Negative
ORF3B~Q15165,ORF3B,Q15165,Negative
NSP7~P30530,NSP7,P30530,Negative
N~Q9H1A4,N,Q9H1A4,Negative
ORF3A~Q9H6T3,ORF3A,Q9H6T3,Negative
N~O15033,N,O15033,Negative
NSP1~Q9UHB6,NSP1,Q9UHB6,Negative
N~Q4ZIN3,N,Q4ZIN3,Negative
ORF10~Q8TDX7,ORF10,Q8TDX7,Negative
ORF3B~O95071,ORF3B,O95071,Negative
ORF3B~Q9HCE9,ORF3B,Q9HCE9,Negative
NSP12~Q9NZ32,NSP12,Q9NZ32,Negative
ORF8~O43837,ORF8,O43837,Negative
N~Q9NSK0,N,Q9NSK0,Negative
NSP1~Q9P2I0,NSP1,Q9P2I0,Negative
NSP2~Q93073,NSP2,Q93073,Negative
NSP11~O00443,NSP11,O00443,Negative
NSP13~O43837,NSP13,O43837,Negative
ORF6~Q8N0U8,ORF6,Q8N0U8,Negative
ORF14~Q9C0B5,ORF14,Q9C0B5,Negative
ORF14~A0PK00,ORF14,A0PK00,Negative
E~Q5KU26,E,Q5KU26,Negative
NSP13~Q8WUA7,NSP13,Q8WUA7,Negative
ORF8~P50502,ORF8,P50502,Negative
NSP11~P12277,NSP11,P12277,Negative
NSP6~Q13144,NSP6,Q13144,Negative
NSP4~Q5JTV8,NSP4,Q5JTV8,Negative
NSP4~P42765,NSP4,P42765,Negative
NSP7~Q16763,NSP7,Q16763,Negative
NSP15~Q15477,NSP15,Q15477,Negative
NSP1~Q9H270,NSP1,Q9H270,Negative
ORF3A~P50542,ORF3A,P50542,Negative
S~Q9UHW9,S,Q9UHW9,Negative
NSP7~Q68CZ6,NSP7,Q68CZ6,Negative
ORF3B~Q06481,ORF3B,Q06481,Negative
NSP5~P46977,NSP5,P46977,Negative
NSP12~P20340,NSP12,P20340,Negative
NSP16~O14734,NSP16,O14734,Negative
ORF9B~Q9P2N6,ORF9B,Q9P2N6,Negative
M~P19388,M,P19388,Negative
NSP12~O15173,NSP12,O15173,Negative
ORF3B~Q9Y6I9,ORF3B,Q9Y6I9,Negative
N~Q9Y241,N,Q9Y241,Negative
ORF6~P49841,ORF6,P49841,Negative
N~Q05048,N,Q05048,Negative
NSP11~P35658,NSP11,P35658,Negative
ORF8~P35544,ORF8,P35544,Negative
E~Q9P2K1,E,Q9P2K1,Negative
NSP2~P54198,NSP2,P54198,Negative
ORF8~Q9BTU6,ORF8,Q9BTU6,Negative
ORF10~P51116,ORF10,P51116,Negative
NSP2~Q68BL7,NSP2,Q68BL7,Negative
E~Q9Y2H6,E,Q9Y2H6,Negative
NSP8~Q96S97,NSP8,Q96S97,Negative
NSP5~Q6P1X5,NSP5,Q6P1X5,Negative
ORF3A~Q99460,ORF3A,Q99460,Negative
NSP14~Q16822,NSP14,Q16822,Negative
ORF10~Q9UNS1,ORF10,Q9UNS1,Negative
ORF3B~Q9NZ08,ORF3B,Q9NZ08,Negative
NSP8~Q15375,NSP8,Q15375,Negative
NSP10~P23458,NSP10,P23458,Negative
ORF8~Q13217,ORF8,Q13217,Negative
NSP10~P48735,NSP10,P48735,Negative
ORF6~Q9H8W4,ORF6,Q9H8W4,Negative
NSP13~P56749,NSP13,P56749,Negative
NSP7~Q9HDC5,NSP7,Q9HDC5,Negative
ORF7B~Q13772,ORF7B,Q13772,Negative
NSP8~Q14517,NSP8,Q14517,Negative
NSP16~Q05193,NSP16,Q05193,Negative
ORF6~Q8NC42,ORF6,Q8NC42,Negative
N~Q15750,N,Q15750,Negative
NSP7~P49840,NSP7,P49840,Negative
NSP14~Q9BXC9,NSP14,Q9BXC9,Negative
NSP16~Q9NR09,NSP16,Q9NR09,Negative
NSP16~P23677,NSP16,P23677,Negative
ORF9C~Q9Y6B6,ORF9C,Q9Y6B6,Negative
ORF9B~Q9UNF0,ORF9B,Q9UNF0,Negative
ORF6~Q9C0C4,ORF6,Q9C0C4,Negative
NSP14~Q15390,NSP14,Q15390,Negative
ORF14~P78552,ORF14,P78552,Negative
NSP1~Q8N9Z2,NSP1,Q8N9Z2,Negative
ORF3A~Q15054,ORF3A,Q15054,Negative
NSP5~P42704,NSP5,P42704,Negative
ORF9B~Q9NZJ4,ORF9B,Q9NZJ4,Negative
NSP7~Q5JS37,NSP7,Q5JS37,Negative
NSP10~Q96RU3,NSP10,Q96RU3,Negative
ORF7A~P09132,ORF7A,P09132,Negative
NSP5~O43865,NSP5,O43865,Negative
ORF10~Q03169,ORF10,Q03169,Negative
NSP4~Q9UPT5,NSP4,Q9UPT5,Negative
ORF8~Q13232,ORF8,Q13232,Negative
NSP3~Q8WX93,NSP3,Q8WX93,Negative
ORF9B~Q8N2H3,ORF9B,Q8N2H3,Negative
NSP10~Q8N490,NSP10,Q8N490,Negative
NSP9~Q9NW15,NSP9,Q9NW15,Negative
NSP6~Q92685,NSP6,Q92685,Negative
NSP5~Q9Y2K5,NSP5,Q9Y2K5,Negative
NSP11~O94806,NSP11,O94806,Negative
NSP13~Q9Y2Q5,NSP13,Q9Y2Q5,Negative
ORF6~Q96M89,ORF6,Q96M89,Negative
ORF7A~P42892,ORF7A,P42892,Negative
NSP6~Q02297,NSP6,Q02297,Negative
NSP15~Q14534,NSP15,Q14534,Negative
ORF6~A8CG34,ORF6,A8CG34,Negative
NSP5~P60520,NSP5,P60520,Negative
NSP1~Q13257,NSP1,Q13257,Negative
ORF8~O15371,ORF8,O15371,Negative
ORF3B~Q14160,ORF3B,Q14160,Negative
NSP3~Q9Y5W7,NSP3,Q9Y5W7,Negative
ORF7B~O60427,ORF7B,O60427,Negative
NSP13~Q9NZU0,NSP13,Q9NZU0,Negative
NSP9~Q9Y6I9,NSP9,Q9Y6I9,Negative
ORF3B~Q9P0L2,ORF3B,Q9P0L2,Negative
ORF6~Q96KA5,ORF6,Q96KA5,Negative
ORF10~Q5XG99,ORF10,Q5XG99,Negative
NSP14~Q96GC5,NSP14,Q96GC5,Negative
NSP4~Q9H3R5,NSP4,Q9H3R5,Negative
NSP13~O15400,NSP13,O15400,Negative
NSP14~A1L390,NSP14,A1L390,Negative
ORF7B~Q8NBF2,ORF7B,Q8NBF2,Negative
ORF10~Q96FL8,ORF10,Q96FL8,Negative
NSP2~O76031,NSP2,O76031,Negative
NSP4~Q9P2B7,NSP4,Q9P2B7,Negative
ORF10~Q643R3,ORF10,Q643R3,Negative
NSP14~Q7L2J0,NSP14,Q7L2J0,Negative
NSP13~Q2NKX8,NSP13,Q2NKX8,Negative
M~Q7Z4H7,M,Q7Z4H7,Negative
ORF3A~Q9H496,ORF3A,Q9H496,Negative
NSP11~P52848,NSP11,P52848,Negative
ORF9B~Q96HA1,ORF9B,Q96HA1,Negative
NSP5~Q9NUQ7,NSP5,Q9NUQ7,Negative
ORF7B~Q9UBH6,ORF7B,Q9UBH6,Negative
ORF3A~P24752,ORF3A,P24752,Negative
NSP16~P07858,NSP16,P07858,Negative
NSP10~Q15842,NSP10,Q15842,Negative
ORF3A~Q03519,ORF3A,Q03519,Negative
NSP4~P67812,NSP4,P67812,Negative
ORF7B~Q15750,ORF7B,Q15750,Negative
ORF7A~Q92544,ORF7A,Q92544,Negative
E~O75884,E,O75884,Negative
E~Q14166,E,Q14166,Negative
NSP3~Q15269,NSP3,Q15269,Negative
NSP9~Q643R3,NSP9,Q643R3,Negative
NSP9~Q9BQL6,NSP9,Q9BQL6,Negative
NSP9~Q9UBQ6,NSP9,Q9UBQ6,Negative
ORF9B~P61006,ORF9B,P61006,Negative
ORF10~O00499,ORF10,O00499,Negative
NSP11~P18084,NSP11,P18084,Negative
NSP9~P02786,NSP9,P02786,Negative
NSP10~Q9UKG1,NSP10,Q9UKG1,Negative
M~Q14166,M,Q14166,Negative
ORF3A~P34897,ORF3A,P34897,Negative
ORF7A~Q9H2P9,ORF7A,Q9H2P9,Negative
NSP6~P31639,NSP6,P31639,Negative
ORF9C~Q8WY36,ORF9C,Q8WY36,Negative
ORF9B~Q8TCD1,ORF9B,Q8TCD1,Negative
NSP5~O00194,NSP5,O00194,Negative
NSP14~Q9Y6A9,NSP14,Q9Y6A9,Negative
ORF10~Q9UPW5,ORF10,Q9UPW5,Negative
NSP12~Q3KR37,NSP12,Q3KR37,Negative
NSP15~P46109,NSP15,P46109,Negative
NSP16~P42126,NSP16,P42126,Negative
ORF7B~Q96CP7,ORF7B,Q96CP7,Negative
NSP3~Q96AY3,NSP3,Q96AY3,Negative
ORF6~Q9ULQ1,ORF6,Q9ULQ1,Negative
NSP2~Q75V66,NSP2,Q75V66,Negative
NSP6~Q86YD5,NSP6,Q86YD5,Negative
NSP5~P00367,NSP5,P00367,Negative
NSP13~Q12899,NSP13,Q12899,Negative
NSP2~Q9H330,NSP2,Q9H330,Negative
NSP5~O75955,NSP5,O75955,Negative
NSP8~Q9GZQ3,NSP8,Q9GZQ3,Negative
NSP14~P11021,NSP14,P11021,Negative
S~Q99550,S,Q99550,Negative
ORF9C~Q8WV83,ORF9C,Q8WV83,Negative
ORF7A~P84157,ORF7A,P84157,Negative
E~O60826,E,O60826,Negative
S~Q9NVH2,S,Q9NVH2,Negative
ORF3A~Q9NYQ6,ORF3A,Q9NYQ6,Negative
NSP4~Q8N357,NSP4,Q8N357,Negative
ORF14~P17987,ORF14,P17987,Negative
NSP15~A2RRP1,NSP15,A2RRP1,Negative
ORF14~P62314,ORF14,P62314,Negative
S~Q8NI17,S,Q8NI17,Negative
S~Q9NUQ6,S,Q9NUQ6,Negative
S~Q96HR9,S,Q96HR9,Negative
NSP16~P18084,NSP16,P18084,Negative
ORF9B~Q9UHV7,ORF9B,Q9UHV7,Negative
NSP6~P05023,NSP6,P05023,Negative
NSP4~O76021,NSP4,O76021,Negative
NSP1~Q9UBI1,NSP1,Q9UBI1,Negative
NSP2~Q96PU5,NSP2,Q96PU5,Negative
NSP2~P35610,NSP2,P35610,Negative
NSP9~P67812,NSP9,P67812,Negative
