PPI,viral_prot,host_prot,class
orf6-Q06136,ORF6,Q06136,Positive
orf6-Q14596,ORF6,Q14596,Positive
orf6-Q16880,ORF6,Q16880,Positive
orf6-Q3ZAQ7,ORF6,Q3ZAQ7,Positive
orf6-Q53GS7,ORF6,Q53GS7,Positive
orf6-Q5T1J5,ORF6,Q5T1J5,Positive
orf6-Q6KCM7,ORF6,Q6KCM7,Positive
orf6-Q6NXR4,ORF6,Q6NXR4,Positive
orf6-Q6PJI9,ORF6,Q6PJI9,Positive
orf6-Q7Z2K6,ORF6,Q7Z2K6,Positive
orf6-Q8IVP5,ORF6,Q8IVP5,Positive
orf6-Q8N6L1,ORF6,Q8N6L1,Positive
orf6-Q8N8J7,ORF6,Q8N8J7,Positive
orf6-Q8N9E0,ORF6,Q8N9E0,Positive
orf6-Q96A57,ORF6,Q96A57,Positive
orf6-Q96AA3,ORF6,Q96AA3,Positive
orf6-Q96AQ6,ORF6,Q96AQ6,Positive
orf6-Q96C34,ORF6,Q96C34,Positive
orf6-Q96D05,ORF6,Q96D05,Positive
orf6-Q96GE9,ORF6,Q96GE9,Positive
orf6-Q96GI7,ORF6,Q96GI7,Positive
orf6-Q9BRQ6,ORF6,Q9BRQ6,Positive
orf6-Q9BWH2,ORF6,Q9BWH2,Positive
orf6-Q9HBL7,ORF6,Q9HBL7,Positive
orf6-Q9NQC3,ORF6,Q9NQC3,Positive
orf6-Q9NZJ7,ORF6,Q9NZJ7,Positive
orf6-Q9Y2U8,ORF6,Q9Y2U8,Positive
orf6-Q9Y6C9,ORF6,Q9Y6C9,Positive
orf7a-O00410,ORF7A,O00410,Positive
orf7a-O14733,ORF7A,O14733,Positive
orf7a-O14787,ORF7A,O14787,Positive
orf7a-O15397,ORF7A,O15397,Positive
orf7a-O43156,ORF7A,O43156,Positive
orf7a-O43264,ORF7A,O43264,Positive
orf7a-O43752,ORF7A,O43752,Positive
orf7a-O60921,ORF7A,O60921,Positive
orf7a-O75155,ORF7A,O75155,Positive
orf7a-O75691,ORF7A,O75691,Positive
orf7a-O95297,ORF7A,O95297,Positive
orf7a-O95347,ORF7A,O95347,Positive
orf7a-O95373,ORF7A,O95373,Positive
orf7a-P04181,ORF7A,P04181,Positive
orf7a-P21359,ORF7A,P21359,Positive
orf7a-P34949,ORF7A,P34949,Positive
orf7a-P42345,ORF7A,P42345,Positive
orf7a-P42695,ORF7A,P42695,Positive
orf7a-P46459,ORF7A,P46459,Positive
orf7a-P50748,ORF7A,P50748,Positive
orf7a-P54920,ORF7A,P54920,Positive
orf7a-P55060,ORF7A,P55060,Positive
orf7a-P61923,ORF7A,P61923,Positive
orf7a-P83436,ORF7A,P83436,Positive
orf7a-Q13395,ORF7A,Q13395,Positive
orf7a-Q13535,ORF7A,Q13535,Positive
orf7a-Q14139,ORF7A,Q14139,Positive
orf7a-Q14974,ORF7A,Q14974,Positive
orf7a-Q15329,ORF7A,Q15329,Positive
orf7a-Q15386,ORF7A,Q15386,Positive
orf7a-Q29RF7,ORF7A,Q29RF7,Positive
orf7a-Q53R41,ORF7A,Q53R41,Positive
orf7a-Q5SRE5,ORF7A,Q5SRE5,Positive
orf7a-Q5UIP0,ORF7A,Q5UIP0,Positive
orf7a-Q5VV42,ORF7A,Q5VV42,Positive
orf7a-Q5VYK3,ORF7A,Q5VYK3,Positive
orf7a-Q66K14,ORF7A,Q66K14,Positive
orf7a-Q6SZW1,ORF7A,Q6SZW1,Positive
orf7a-Q6YHU6,ORF7A,Q6YHU6,Positive
orf7a-Q7L1Q6,ORF7A,Q7L1Q6,Positive
orf7a-Q7L5N7,ORF7A,Q7L5N7,Positive
orf7a-Q7Z3U7,ORF7A,Q7Z3U7,Positive
orf7a-Q7Z4Q2,ORF7A,Q7Z4Q2,Positive
orf7a-Q86U38,ORF7A,Q86U38,Positive
orf7a-Q86VP6,ORF7A,Q86VP6,Positive
orf7a-Q86WA8,ORF7A,Q86WA8,Positive
orf7a-Q86Y56,ORF7A,Q86Y56,Positive
orf7a-Q8IY95,ORF7A,Q8IY95,Positive
orf7a-Q8N201,ORF7A,Q8N201,Positive
orf7a-Q8N335,ORF7A,Q8N335,Positive
orf7a-Q8NFH4,ORF7A,Q8NFH4,Positive
orf7a-Q8TAG9,ORF7A,Q8TAG9,Positive
orf7a-Q8TCG1,ORF7A,Q8TCG1,Positive
orf7a-Q8TEX9,ORF7A,Q8TEX9,Positive
orf7a-Q92616,ORF7A,Q92616,Positive
orf7a-Q92621,ORF7A,Q92621,Positive
orf7a-Q92685,ORF7A,Q92685,Positive
orf7a-Q92797,ORF7A,Q92797,Positive
orf7a-Q92973,ORF7A,Q92973,Positive
orf7a-Q969Z0,ORF7A,Q969Z0,Positive
orf7a-Q96CB8,ORF7A,Q96CB8,Positive
orf7a-Q96JB2,ORF7A,Q96JB2,Positive
orf7a-Q96JB5,ORF7A,Q96JB5,Positive
orf7a-Q96KP1,ORF7A,Q96KP1,Positive
orf7a-Q96QU8,ORF7A,Q96QU8,Positive
orf7a-Q96T76,ORF7A,Q96T76,Positive
orf7a-Q9BPX3,ORF7A,Q9BPX3,Positive
orf7a-Q9BTW9,ORF7A,Q9BTW9,Positive
orf7a-Q9BW27,ORF7A,Q9BW27,Positive
orf7a-Q9H0H0,ORF7A,Q9H0H0,Positive
orf7a-Q9H3U1,ORF7A,Q9H3U1,Positive
orf7a-Q9H583,ORF7A,Q9H583,Positive
orf7a-Q9H900,ORF7A,Q9H900,Positive
orf7a-Q9H9E3,ORF7A,Q9H9E3,Positive
orf7a-Q9HAV4,ORF7A,Q9HAV4,Positive
orf7a-Q9HC98,ORF7A,Q9HC98,Positive
orf7a-Q9NTI5,ORF7A,Q9NTI5,Positive
orf7a-Q9NU22,ORF7A,Q9NU22,Positive
orf7a-Q9NV70,ORF7A,Q9NV70,Positive
orf7a-Q9NXE4,ORF7A,Q9NXE4,Positive
orf7a-Q9UBB4,ORF7A,Q9UBB4,Positive
orf7a-Q9UBB6,ORF7A,Q9UBB6,Positive
orf7a-Q9UHI6,ORF7A,Q9UHI6,Positive
orf7a-Q9UI26,ORF7A,Q9UI26,Positive
orf7a-Q9UIA9,ORF7A,Q9UIA9,Positive
orf7a-Q9ULK4,ORF7A,Q9ULK4,Positive
orf7a-Q9UP83,ORF7A,Q9UP83,Positive
orf7a-Q9UPT9,ORF7A,Q9UPT9,Positive
orf7a-Q9Y263,ORF7A,Q9Y263,Positive
orf7a-Q9Y5L0,ORF7A,Q9Y5L0,Positive
orf7a-Q9Y678,ORF7A,Q9Y678,Positive
orf7a-Q9Y6D6,ORF7A,Q9Y6D6,Positive
orf7a-Q9Y6E2,ORF7A,Q9Y6E2,Positive
orf7a-Q9Y6I4,ORF7A,Q9Y6I4,Positive
orf8a-O00273,ORF8A,O00273,Positive
orf8a-O00469,ORF8A,O00469,Positive
orf8a-O14773,ORF8A,O14773,Positive
orf8a-O15067,ORF8A,O15067,Positive
orf8a-O43402,ORF8A,O43402,Positive
orf8a-O60568,ORF8A,O60568,Positive
orf8a-O60613,ORF8A,O60613,Positive
orf8a-P04062,ORF8A,P04062,Positive
orf8a-P04632,ORF8A,P04632,Positive
orf8a-P07237,ORF8A,P07237,Positive
orf8a-P11717,ORF8A,P11717,Positive
orf8a-P13667,ORF8A,P13667,Positive
orf8a-P13674,ORF8A,P13674,Positive
orf8a-P14314,ORF8A,P14314,Positive
orf8a-P14625,ORF8A,P14625,Positive
orf8a-P17050,ORF8A,P17050,Positive
orf8a-P17655,ORF8A,P17655,Positive
orf8a-P19623,ORF8A,P19623,Positive
orf8a-P23526,ORF8A,P23526,Positive
orf8a-P27361,ORF8A,P27361,Positive
orf8a-P27797,ORF8A,P27797,Positive
orf8a-P28482,ORF8A,P28482,Positive
orf8a-P40855,ORF8A,P40855,Positive
orf8a-P49419,ORF8A,P49419,Positive
orf8a-P63151,ORF8A,P63151,Positive
orf8a-P63261,ORF8A,P63261,Positive
orf8a-Q02809,ORF8A,Q02809,Positive
orf8a-Q12797,ORF8A,Q12797,Positive
orf8a-Q12907,ORF8A,Q12907,Positive
orf8a-Q13162,ORF8A,Q13162,Positive
orf8a-Q14697,ORF8A,Q14697,Positive
orf8a-Q15006,ORF8A,Q15006,Positive
orf8a-Q15185,ORF8A,Q15185,Positive
orf8a-Q4G0I0,ORF8A,Q4G0I0,Positive
orf8a-Q5BJF2,ORF8A,Q5BJF2,Positive
orf8a-Q5T2E6,ORF8A,Q5T2E6,Positive
orf8a-Q6NUQ4,ORF8A,Q6NUQ4,Positive
orf8a-Q7Z4H8,ORF8A,Q7Z4H8,Positive
orf8a-Q8IV08,ORF8A,Q8IV08,Positive
orf8a-Q8N766,ORF8A,Q8N766,Positive
orf8a-Q8N998,ORF8A,Q8N998,Positive
orf8a-Q8NBJ5,ORF8A,Q8NBJ5,Positive
orf8a-Q8WWX9,ORF8A,Q8WWX9,Positive
orf8a-Q92820,ORF8A,Q92820,Positive
orf8a-Q93009,ORF8A,Q93009,Positive
orf8a-Q969H8,ORF8A,Q969H8,Positive
orf8a-Q96AY3,ORF8A,Q96AY3,Positive
orf8a-Q96HE7,ORF8A,Q96HE7,Positive
orf8a-Q96KP4,ORF8A,Q96KP4,Positive
orf8a-Q9BRT2,ORF8A,Q9BRT2,Positive
orf8a-Q9BS26,ORF8A,Q9BS26,Positive
orf8a-Q9H3K2,ORF8A,Q9H3K2,Positive
orf8a-Q9H3N1,ORF8A,Q9H3N1,Positive
orf8a-Q9H488,ORF8A,Q9H488,Positive
orf8a-Q9NPA0,ORF8A,Q9NPA0,Positive
orf8a-Q9NVA1,ORF8A,Q9NVA1,Positive
orf8a-Q9NYU2,ORF8A,Q9NYU2,Positive
orf8a-Q9P0I2,ORF8A,Q9P0I2,Positive
orf8a-Q9UMX5,ORF8A,Q9UMX5,Positive
orf8a-Q9Y4L1,ORF8A,Q9Y4L1,Positive
orf8a-Q9Y673,ORF8A,Q9Y673,Positive
orf8b-O75330,ORF8B,O75330,Positive
orf8b-O75439,ORF8B,O75439,Positive
orf8b-O95721,ORF8B,O95721,Positive
orf8b-P08559,ORF8B,P08559,Positive
orf8b-P11177,ORF8B,P11177,Positive
orf8b-P41250,ORF8B,P41250,Positive
orf8b-P46199,ORF8B,P46199,Positive
orf8b-P61604,ORF8B,P61604,Positive
orf8b-Q10713,ORF8B,Q10713,Positive
orf8b-Q12931,ORF8B,Q12931,Positive
orf8b-Q5JRX3,ORF8B,Q5JRX3,Positive
orf8b-Q5JTZ9,ORF8B,Q5JTZ9,Positive
orf8b-Q6PI48,ORF8B,Q6PI48,Positive
orf8b-Q96I59,ORF8B,Q96I59,Positive
orf8b-Q99798,ORF8B,Q99798,Positive
orf8b-Q99961,ORF8B,Q99961,Positive
orf8b-Q9BW92,ORF8B,Q9BW92,Positive
orf8b-Q9BXW7,ORF8B,Q9BXW7,Positive
orf8b-Q9NVH6,ORF8B,Q9NVH6,Positive
orf8b-Q9UNM6,ORF8B,Q9UNM6,Positive
orf8b-Q9UPY8,ORF8B,Q9UPY8,Positive
orf8b-Q9Y2Z4,ORF8B,Q9Y2Z4,Positive
orf9b-A0FGR8,ORF9B,A0FGR8,Positive
orf9b-O00308,ORF9B,O00308,Positive
orf9b-O15511,ORF9B,O15511,Positive
orf9b-O43447,ORF9B,O43447,Positive
orf9b-O43747,ORF9B,O43747,Positive
orf9b-O43929,ORF9B,O43929,Positive
orf9b-O75534,ORF9B,O75534,Positive
orf9b-O75616,ORF9B,O75616,Positive
orf9b-O75688,ORF9B,O75688,Positive
orf9b-O75891,ORF9B,O75891,Positive
orf9b-O94826,ORF9B,O94826,Positive
orf9b-O95229,ORF9B,O95229,Positive
orf9b-O95258,ORF9B,O95258,Positive
orf9b-O95427,ORF9B,O95427,Positive
orf9b-O95757,ORF9B,O95757,Positive
orf9b-O95817,ORF9B,O95817,Positive
orf9b-P07384,ORF9B,P07384,Positive
orf9b-P07738,ORF9B,P07738,Positive
orf9b-P11172,ORF9B,P11172,Positive
orf9b-P18085,ORF9B,P18085,Positive
orf9b-P23381,ORF9B,P23381,Positive
orf9b-P24752,ORF9B,P24752,Positive
orf9b-P26640,ORF9B,P26640,Positive
orf9b-P27448,ORF9B,P27448,Positive
orf9b-P34931,ORF9B,P34931,Positive
orf9b-P34932,ORF9B,P34932,Positive
orf9b-P35813,ORF9B,P35813,Positive
orf9b-P43686,ORF9B,P43686,Positive
orf9b-P52565,ORF9B,P52565,Positive
orf9b-P62330,ORF9B,P62330,Positive
orf9b-P78318,ORF9B,P78318,Positive
orf9b-Q00341,ORF9B,Q00341,Positive
orf9b-Q01484,ORF9B,Q01484,Positive
orf9b-Q03001,ORF9B,Q03001,Positive
orf9b-Q07812,ORF9B,Q07812,Positive
orf9b-Q0VDF9,ORF9B,Q0VDF9,Positive
orf9b-Q13257,ORF9B,Q13257,Positive
orf9b-Q13643,ORF9B,Q13643,Positive
orf9b-Q14011,ORF9B,Q14011,Positive
orf9b-Q14192,ORF9B,Q14192,Positive
orf9b-Q14657,ORF9B,Q14657,Positive
orf9b-Q15013,ORF9B,Q15013,Positive
orf9b-Q15072,ORF9B,Q15072,Positive
orf9b-Q6JQN1,ORF9B,Q6JQN1,Positive
orf9b-Q6NSI4,ORF9B,Q6NSI4,Positive
orf9b-Q7KZF4,ORF9B,Q7KZF4,Positive
orf9b-Q7KZI7,ORF9B,Q7KZI7,Positive
orf9b-Q86WQ0,ORF9B,Q86WQ0,Positive
orf9b-Q8IWA0,ORF9B,Q8IWA0,Positive
orf9b-Q8IY57,ORF9B,Q8IY57,Positive
orf9b-Q8N5D0,ORF9B,Q8N5D0,Positive
orf9b-Q8NBA8,ORF9B,Q8NBA8,Positive
orf9b-Q8NBF2,ORF9B,Q8NBF2,Positive
orf9b-Q8NCA9,ORF9B,Q8NCA9,Positive
orf9b-Q8TDB4,ORF9B,Q8TDB4,Positive
orf9b-Q92598,ORF9B,Q92598,Positive
orf9b-Q969F1,ORF9B,Q969F1,Positive
orf9b-Q96GD4,ORF9B,Q96GD4,Positive
orf9b-Q96RL1,ORF9B,Q96RL1,Positive
orf9b-Q9BRP4,ORF9B,Q9BRP4,Positive
orf9b-Q9BXS5,ORF9B,Q9BXS5,Positive
orf9b-Q9GZN8,ORF9B,Q9GZN8,Positive
orf9b-Q9HAV7,ORF9B,Q9HAV7,Positive
orf9b-Q9NP97,ORF9B,Q9NP97,Positive
orf9b-Q9NUJ3,ORF9B,Q9NUJ3,Positive
orf9b-Q9NZL4,ORF9B,Q9NZL4,Positive
orf9b-Q9P0L2,ORF9B,Q9P0L2,Positive
orf9b-Q9UBI1,ORF9B,Q9UBI1,Positive
orf9b-Q9UHD1,ORF9B,Q9UHD1,Positive
orf9b-Q9UKB3,ORF9B,Q9UKB3,Positive
orf9b-Q9UKJ3,ORF9B,Q9UKJ3,Positive
orf9b-Q9UKM7,ORF9B,Q9UKM7,Positive
orf9b-Q9UL15,ORF9B,Q9UL15,Positive
orf9b-Q9UL46,ORF9B,Q9UL46,Positive
orf9b-Q9UNE7,ORF9B,Q9UNE7,Positive
orf9b-Q9Y3F4,ORF9B,Q9Y3F4,Positive
orf9b-Q9Y6N1,ORF9B,Q9Y6N1,Positive
orf9c-B2RTY4,ORF9C,B2RTY4,Positive
orf9c-L0R8F8,ORF9C,L0R8F8,Positive
orf9c-O00192,ORF9C,O00192,Positive
orf9c-O00469,ORF9C,O00469,Positive
orf9c-O14727,ORF9C,O14727,Positive
orf9c-O14818,ORF9C,O14818,Positive
orf9c-O43292,ORF9C,O43292,Positive
orf9c-O43822,ORF9C,O43822,Positive
orf9c-O94826,ORF9C,O94826,Positive
orf9c-O94927,ORF9C,O94927,Positive
orf9c-O95071,ORF9C,O95071,Positive
orf9c-O95295,ORF9C,O95295,Positive
orf9c-O95396,ORF9C,O95396,Positive
orf9c-O96000,ORF9C,O96000,Positive
orf9c-P05423,ORF9C,P05423,Positive
orf9c-P08237,ORF9C,P08237,Positive
orf9c-P17858,ORF9C,P17858,Positive
orf9c-P18074,ORF9C,P18074,Positive
orf9c-P27540,ORF9C,P27540,Positive
orf9c-P28340,ORF9C,P28340,Positive
orf9c-P33897,ORF9C,P33897,Positive
orf9c-P43378,ORF9C,P43378,Positive
orf9c-P49642,ORF9C,P49642,Positive
orf9c-P49643,ORF9C,P49643,Positive
orf9c-P50336,ORF9C,P50336,Positive
orf9c-P50395,ORF9C,P50395,Positive
orf9c-P50548,ORF9C,P50548,Positive
orf9c-P82914,ORF9C,P82914,Positive
orf9c-Q01813,ORF9C,Q01813,Positive
orf9c-Q0P651,ORF9C,Q0P651,Positive
orf9c-Q12772,ORF9C,Q12772,Positive
orf9c-Q12872,ORF9C,Q12872,Positive
orf9c-Q15051,ORF9C,Q15051,Positive
orf9c-Q15067,ORF9C,Q15067,Positive
orf9c-Q567U6,ORF9C,Q567U6,Positive
orf9c-Q58WW2,ORF9C,Q58WW2,Positive
orf9c-Q5JSJ4,ORF9C,Q5JSJ4,Positive
orf9c-Q5JTJ3,ORF9C,Q5JTJ3,Positive
orf9c-Q5SNT2,ORF9C,Q5SNT2,Positive
orf9c-Q5T4S7,ORF9C,Q5T4S7,Positive
orf9c-Q5VUD6,ORF9C,Q5VUD6,Positive
orf9c-Q643R3,ORF9C,Q643R3,Positive
orf9c-Q6IC98,ORF9C,Q6IC98,Positive
orf9c-Q6NUM9,ORF9C,Q6NUM9,Positive
orf9c-Q6P9B9,ORF9C,Q6P9B9,Positive
orf9c-Q6SZW1,ORF9C,Q6SZW1,Positive
orf9c-Q6UW68,ORF9C,Q6UW68,Positive
orf9c-Q70CQ3,ORF9C,Q70CQ3,Positive
orf9c-Q75QN2,ORF9C,Q75QN2,Positive
orf9c-Q7Z3B4,ORF9C,Q7Z3B4,Positive
orf9c-Q7Z7A3,ORF9C,Q7Z7A3,Positive
orf9c-Q7Z7H8,ORF9C,Q7Z7H8,Positive
orf9c-Q86U38,ORF9C,Q86U38,Positive
orf9c-Q86UT6,ORF9C,Q86UT6,Positive
orf9c-Q8IX90,ORF9C,Q8IX90,Positive
orf9c-Q8IZ83,ORF9C,Q8IZ83,Positive
orf9c-Q8N2G8,ORF9C,Q8N2G8,Positive
orf9c-Q8N4L2,ORF9C,Q8N4L2,Positive
orf9c-Q8N5N7,ORF9C,Q8N5N7,Positive
orf9c-Q8NBM4,ORF9C,Q8NBM4,Positive
orf9c-Q8NDI1,ORF9C,Q8NDI1,Positive
orf9c-Q8NEN9,ORF9C,Q8NEN9,Positive
orf9c-Q8NFZ5,ORF9C,Q8NFZ5,Positive
orf9c-Q8NGZ2,ORF9C,Q8NGZ2,Positive
orf9c-Q8TD30,ORF9C,Q8TD30,Positive
orf9c-Q92947,ORF9C,Q92947,Positive
orf9c-Q92994,ORF9C,Q92994,Positive
orf9c-Q96AX1,ORF9C,Q96AX1,Positive
orf9c-Q96DF8,ORF9C,Q96DF8,Positive
orf9c-Q96EU6,ORF9C,Q96EU6,Positive
orf9c-Q96G46,ORF9C,Q96G46,Positive
orf9c-Q96GE4,ORF9C,Q96GE4,Positive
orf9c-Q96HJ9,ORF9C,Q96HJ9,Positive
orf9c-Q96PV7,ORF9C,Q96PV7,Positive
orf9c-Q96PY6,ORF9C,Q96PY6,Positive
orf9c-Q99567,ORF9C,Q99567,Positive
orf9c-Q99741,ORF9C,Q99741,Positive
orf9c-Q9BQE4,ORF9C,Q9BQE4,Positive
orf9c-Q9BTA9,ORF9C,Q9BTA9,Positive
orf9c-Q9BU61,ORF9C,Q9BU61,Positive
orf9c-Q9BV35,ORF9C,Q9BV35,Positive
orf9c-Q9BW61,ORF9C,Q9BW61,Positive
orf9c-Q9BWH2,ORF9C,Q9BWH2,Positive
orf9c-Q9BWH6,ORF9C,Q9BWH6,Positive
orf9c-Q9BWM7,ORF9C,Q9BWM7,Positive
orf9c-Q9BYD6,ORF9C,Q9BYD6,Positive
orf9c-Q9C026,ORF9C,Q9C026,Positive
orf9c-Q9C0C7,ORF9C,Q9C0C7,Positive
orf9c-Q9C0E8,ORF9C,Q9C0E8,Positive
orf9c-Q9GZY4,ORF9C,Q9GZY4,Positive
orf9c-Q9H0I2,ORF9C,Q9H0I2,Positive
orf9c-Q9H158,ORF9C,Q9H158,Positive
orf9c-Q9H4Z3,ORF9C,Q9H4Z3,Positive
orf9c-Q9H6Y7,ORF9C,Q9H6Y7,Positive
orf9c-Q9H7H0,ORF9C,Q9H7H0,Positive
orf9c-Q9H8K7,ORF9C,Q9H8K7,Positive
orf9c-Q9HBL7,ORF9C,Q9HBL7,Positive
orf9c-Q9HBZ2,ORF9C,Q9HBZ2,Positive
orf9c-Q9NRD5,ORF9C,Q9NRD5,Positive
orf9c-Q9NRK6,ORF9C,Q9NRK6,Positive
orf9c-Q9NS73,ORF9C,Q9NS73,Positive
orf9c-Q9NSE4,ORF9C,Q9NSE4,Positive
orf9c-Q9NSI2,ORF9C,Q9NSI2,Positive
orf9c-Q9NT22,ORF9C,Q9NT22,Positive
orf9c-Q9NU22,ORF9C,Q9NU22,Positive
orf9c-Q9NW81,ORF9C,Q9NW81,Positive
orf9c-Q9NX40,ORF9C,Q9NX40,Positive
orf9c-Q9NX61,ORF9C,Q9NX61,Positive
orf9c-Q9NXK8,ORF9C,Q9NXK8,Positive
orf9c-Q9P215,ORF9C,Q9P215,Positive
orf9c-Q9P2E5,ORF9C,Q9P2E5,Positive
orf9c-Q9UBN7,ORF9C,Q9UBN7,Positive
orf9c-Q9UG56,ORF9C,Q9UG56,Positive
orf9c-Q9UH62,ORF9C,Q9UH62,Positive
orf9c-Q9UHR6,ORF9C,Q9UHR6,Positive
orf9c-Q9UL03,ORF9C,Q9UL03,Positive
orf9c-Q9UQ84,ORF9C,Q9UQ84,Positive
orf9c-Q9Y276,ORF9C,Q9Y276,Positive
orf9c-Q9Y2B2,ORF9C,Q9Y2B2,Positive
orf9c-Q9Y2Z2,ORF9C,Q9Y2Z2,Positive
orf9c-Q9Y399,ORF9C,Q9Y399,Positive
orf9c-Q9Y3D5,ORF9C,Q9Y3D5,Positive
orf9c-Q9Y4C1,ORF9C,Q9Y4C1,Positive
S-P49589,S,P49589,Positive
S-Q58FF7,S,Q58FF7,Positive
S-Q7Z5G4,S,Q7Z5G4,Positive
S-Q8NB49,S,Q8NB49,Positive
S-Q96DZ1,S,Q96DZ1,Positive
S-Q9C0B5,S,Q9C0B5,Positive
S-Q9NV96,S,Q9NV96,Positive
NSP7~P18074,NSP7,P18074,Negative
NSP14~Q9UPQ0,NSP14,Q9UPQ0,Negative
NSP5~P14735,NSP5,P14735,Negative
NSP6~P24752,NSP6,P24752,Negative
ORF3A~Q96G46,ORF3A,Q96G46,Negative
NSP6~Q13546,NSP6,Q13546,Negative
NSP16~P05091,NSP16,P05091,Negative
NSP4~Q9NVJ2,NSP4,Q9NVJ2,Negative
NSP14~O75821,NSP14,O75821,Negative
ORF9B~Q9Y4W6,ORF9B,Q9Y4W6,Negative
NSP9~P61962,NSP9,P61962,Negative
NSP14~Q9Y262,NSP14,Q9Y262,Negative
M~Q86SQ0,M,Q86SQ0,Negative
ORF3A~Q92536,ORF3A,Q92536,Negative
NSP6~Q9UL40,NSP6,Q9UL40,Negative
M~Q14697,M,Q14697,Negative
ORF9B~Q8TD30,ORF9B,Q8TD30,Negative
M~Q96P16,M,Q96P16,Negative
NSP14~Q8WXW3,NSP14,Q8WXW3,Negative
NSP5_C145A~Q13948,NSP5_C145A,Q13948,Negative
ORF6~Q9NPE3,ORF6,Q9NPE3,Negative
ORF9B~O14732,ORF9B,O14732,Negative
NSP11~Q8IY81,NSP11,Q8IY81,Negative
NSP15~Q70EL4,NSP15,Q70EL4,Negative
NSP8~P78318,NSP8,P78318,Negative
NSP7~O43156,NSP7,O43156,Negative
NSP16~O43291,NSP16,O43291,Negative
NSP10~P04049,NSP10,P04049,Negative
NSP13~P10620,NSP13,P10620,Negative
NSP8~P04632,NSP8,P04632,Negative
NSP5~Q9H7F0,NSP5,Q9H7F0,Negative
ORF8A~Q03001,ORF8A,Q03001,Negative
NSP7~Q96A57,NSP7,Q96A57,Negative
ORF3B~Q86UT6,ORF3B,Q86UT6,Negative
NSP4~Q5F1R6,NSP4,Q5F1R6,Negative
ORF9B~Q9ULV0,ORF9B,Q9ULV0,Negative
NSP14~O43264,NSP14,O43264,Negative
NSP14~Q76I76,NSP14,Q76I76,Negative
NSP14~Q7Z3J2,NSP14,Q7Z3J2,Negative
ORF3B~O43390,ORF3B,O43390,Negative
NSP11~A6NIH7,NSP11,A6NIH7,Negative
N~Q96S66,N,Q96S66,Negative
S~Q4KMZ1,S,Q4KMZ1,Negative
NSP16~Q9BRP4,NSP16,Q9BRP4,Negative
ORF8B~Q9H4Z3,ORF8B,Q9H4Z3,Negative
NSP8~O14908,NSP8,O14908,Negative
NSP1~Q96EA4,NSP1,Q96EA4,Negative
NSP9~Q8WVP7,NSP9,Q8WVP7,Negative
NSP1~Q9BRJ2,NSP1,Q9BRJ2,Negative
NSP7~A6ZKI3,NSP7,A6ZKI3,Negative
E~Q4V328,E,Q4V328,Negative
M~Q96B26,M,Q96B26,Negative
N~P31948,N,P31948,Negative
ORF7A~Q9P0L2,ORF7A,Q9P0L2,Negative
NSP14~Q15652,NSP14,Q15652,Negative
NSP13~Q8N6R0,NSP13,Q8N6R0,Negative
NSP4~Q86SQ0,NSP4,Q86SQ0,Negative
NSP2~Q6PJI9,NSP2,Q6PJI9,Negative
ORF3B~Q7L1Q6,ORF3B,Q7L1Q6,Negative
ORF6~Q5JRX3,ORF6,Q5JRX3,Negative
NSP6~P11166,NSP6,P11166,Negative
E~Q7Z4Q2,E,Q7Z4Q2,Negative
ORF8B~P26358,ORF8B,P26358,Negative
N~Q92900,N,Q92900,Negative
NSP11~Q9NRZ7,NSP11,Q9NRZ7,Negative
S~Q9P2I0,S,Q9P2I0,Negative
NSP2~Q8N998,NSP2,Q8N998,Negative
NSP5~Q53GS7,NSP5,Q53GS7,Negative
NSP13~A4D1E9,NSP13,A4D1E9,Negative
NSP4~Q92900,NSP4,Q92900,Negative
M~O15173,M,O15173,Negative
NSP10~Q9BQ75,NSP10,Q9BQ75,Negative
NSP16~Q92747,NSP16,Q92747,Negative
NSP14~Q5VYK3,NSP14,Q5VYK3,Negative
NSP8~Q5T5P2,NSP8,Q5T5P2,Negative
ORF9C~Q8N8Y2,ORF9C,Q8N8Y2,Negative
ORF7A~P20339,ORF7A,P20339,Negative
NSP1~Q7Z4Q2,NSP1,Q7Z4Q2,Negative
NSP14~Q9NS73,NSP14,Q9NS73,Negative
NSP16~Q6Y1H2,NSP16,Q6Y1H2,Negative
ORF3B~Q92621,ORF3B,Q92621,Negative
NSP6~Q96LR5,NSP6,Q96LR5,Negative
NSP7~Q9UM54,NSP7,Q9UM54,Negative
ORF8A~Q96JJ7,ORF8A,Q96JJ7,Negative
NSP5_C145A~P61289,NSP5_C145A,P61289,Negative
NSP8~Q969X5,NSP8,Q969X5,Negative
NSP11~Q8WU58,NSP11,Q8WU58,Negative
ORF3B~Q10469,ORF3B,Q10469,Negative
NSP10~Q9NP97,NSP10,Q9NP97,Negative
NSP6~P25490,NSP6,P25490,Negative
NSP7~Q8IYE1,NSP7,Q8IYE1,Negative
NSP15~Q7L8L6,NSP15,Q7L8L6,Negative
ORF6~P13498,ORF6,P13498,Negative
ORF8B~Q9H488,ORF8B,Q9H488,Negative
NSP8~A8K8P3,NSP8,A8K8P3,Negative
N~Q9NVI1,N,Q9NVI1,Negative
NSP4~O15162,NSP4,O15162,Negative
ORF7A~P50748,ORF7A,P50748,Negative
NSP12~Q13310,NSP12,Q13310,Negative
ORF7A~Q92499,ORF7A,Q92499,Negative
